cnt,ir,red,green,hr,spo2,temp,battery
57541,154298,127713,21162,0,0,0,0
57561,154321,127716,21161,0,0,0,0
57581,154334,127730,21170,0,0,0,0
57601,154295,127694,21158,0,0,0,0
57621,154308,127719,21170,0,0,0,0
57641,154292,127718,21153,0,0,0,0
57661,154298,127732,21160,0,0,0,0
57681,154309,127720,21171,0,0,0,0
57701,154333,127729,21156,0,0,0,0
57721,154283,127687,21175,0,0,0,0
57741,154331,127749,21152,0,0,0,0
57772,154272,127708,21152,97,75,0,0
57781,154303,127733,21177,0,0,0,0
57801,154277,127721,21152,0,0,0,0
57821,154327,127729,21179,0,0,0,0
57841,154281,127706,21154,0,0,0,0
57861,154313,127722,21158,0,0,0,0
57881,154307,127708,21167,0,0,0,0
57901,154306,127722,21149,0,0,0,0
57921,154302,127714,21174,0,0,0,0
57941,154313,127723,21162,0,0,0,0
57961,154296,127723,21156,0,0,0,0
57981,154318,127723,21170,0,0,0,0
58001,154310,127722,21164,0,0,0,0
58021,154304,127703,21170,0,0,0,0
58041,154320,127719,21169,0,0,0,0
58061,154294,127709,21166,0,0,0,0
58081,154312,127734,21165,0,0,0,0
58101,154294,127712,21162,0,0,0,0
58121,154304,127703,21161,0,0,0,0
58141,154300,127723,21175,0,0,0,0
58161,154304,127713,21150,0,0,0,0
58181,154317,127715,21171,0,0,0,0
58201,154295,127720,21158,0,0,0,0
58221,154289,127700,21163,0,0,0,0
58241,154348,127749,21167,0,0,0,0
58261,154295,127707,21155,0,0,0,0
58281,154336,127725,21169,0,0,0,0
58301,154289,127706,21157,0,0,0,0
58321,154295,127725,21170,0,0,0,0
58341,154306,127711,21174,0,0,0,0
58361,154325,127728,21164,0,0,0,0
58381,154276,127701,21170,0,0,0,0
58401,154328,127754,21151,0,0,0,0
58421,154288,127708,21146,0,0,0,0
58441,154318,127731,21170,0,0,0,0
58461,154287,127717,21145,0,0,0,0
58481,154316,127728,21162,0,0,0,0
58501,154292,127720,21150,0,0,0,0
58521,154292,127720,21161,0,0,0,0
58541,154315,127715,21164,0,0,0,0
58561,154324,127711,21160,0,0,0,0
58581,154296,127721,21175,0,0,0,0
58601,154289,127727,21164,0,0,0,0
58621,154311,127733,21171,0,0,0,0
58641,154306,127724,21167,0,0,0,0
58661,154314,127718,21168,0,0,0,0
58681,154289,127696,21170,0,0,0,0
58701,154303,127734,21164,0,0,0,0
58721,154319,127735,21145,0,0,0,0
58741,154286,127697,21176,0,0,0,0
58761,154331,127746,21150,0,0,0,0
58781,154282,127707,21153,0,0,0,0
58801,154331,127728,21181,0,0,0,0
58821,154304,127719,21161,0,0,0,0
58841,154313,127706,21178,0,0,0,0
58861,154298,127718,21155,0,0,0,0
58881,154314,127723,21163,0,0,0,0
58901,154299,127766,21190,0,0,0,0
58921,154300,127735,21162,0,0,0,0
58941,154318,127692,21164,0,0,0,0
58961,154298,127670,21158,0,0,0,0
58981,154328,127678,21156,0,0,0,0
59001,154329,127693,21170,0,0,0,0
59021,154343,127700,21161,0,0,0,0
59041,154311,127703,21159,0,0,0,0
59061,154265,127716,21169,0,0,0,0
59081,154266,127709,21149,0,0,0,0
59101,154274,127712,21187,0,0,0,0
59121,154282,127719,21188,0,0,0,0
59141,154293,127704,21197,0,0,0,0
59161,154309,127713,21184,0,0,0,0
59181,154312,127721,21150,0,0,0,0
59201,154312,127727,21140,0,0,0,0
59221,154309,127719,21165,0,0,0,0
59241,154307,127720,21155,0,0,0,0
59261,154312,127725,21157,0,0,0,0
59281,154292,127712,21165,0,0,0,0
59301,154297,127721,21167,0,0,0,0
59321,154306,127716,21156,0,0,0,0
59341,154292,127698,21165,0,0,0,0
59361,154332,127738,21145,0,0,0,0
59381,154319,127708,21168,0,0,0,0
59401,154324,127721,21174,0,0,0,0
59421,154314,127733,21157,0,0,0,0
59441,154307,127722,21154,0,0,0,0
59461,154314,127722,21156,0,0,0,0
59481,154321,127705,21170,0,0,0,0
59501,154293,127721,21148,0,0,0,0
59521,154310,127731,21152,0,0,0,0
59541,154290,127699,21174,0,0,0,0
59561,154315,127753,21161,0,0,0,0
59581,154283,127700,21166,0,0,0,0
59601,154312,127736,21166,0,0,0,0
59621,154314,127724,21170,0,0,0,0
59641,154315,127723,21173,0,0,0,0
59661,154303,127724,21156,0,0,0,0
59681,154324,127717,21170,0,0,0,0
59701,154302,127717,21156,0,0,0,0
59721,154325,127718,21163,0,0,0,0
59741,154298,127707,21157,0,0,0,0
59761,154305,127732,21159,0,0,0,0
59781,154315,127726,21172,0,0,0,0
59801,154300,127723,21168,0,0,0,0
59821,154293,127721,21162,0,0,0,0
59841,154318,127713,21166,0,0,0,0
59861,154297,127715,21174,0,0,0,0
59881,154305,127725,21162,0,0,0,0
59901,154296,127715,21171,0,0,0,0
59921,154300,127732,21144,0,0,0,0
59941,154289,127705,21168,0,0,0,0
59961,154335,127724,21157,0,0,0,0
59981,154292,127700,21148,0,0,0,0
60001,154307,127708,21153,0,0,0,0
60021,154336,127739,21158,0,0,0,0
60041,154295,127704,21172,0,0,0,0
60061,154328,127719,21163,0,0,0,0
60081,154291,127708,21153,0,0,0,0
60101,154306,127709,21155,0,0,0,0
60121,154314,127721,21166,0,0,0,0
60141,154295,127708,21174,0,0,0,0
60161,154311,127732,21176,0,0,0,0
60181,154293,127716,21153,0,0,0,0
60201,154311,127730,21166,0,0,0,0
60221,154301,127721,21158,0,0,0,0
60241,154308,127693,21161,0,0,0,0
60261,154295,127717,21163,0,0,0,0
60281,154312,127726,21140,0,0,0,0
60301,154295,127704,21169,0,0,0,0
60321,154317,127727,21161,0,0,0,0
60341,154290,127704,21164,0,0,0,0
60361,154316,127717,21173,0,0,0,0
60381,154304,127721,21162,0,0,0,0
60401,154294,127701,21157,0,0,0,0
60421,154290,127725,21160,0,0,0,0
60441,154297,127714,21163,0,0,0,0
60461,154318,127728,21170,0,0,0,0
60481,154294,127713,21156,0,0,0,0
60501,154282,127698,21170,0,0,0,0
60521,154311,127721,21178,0,0,0,0
60541,154296,127706,21161,0,0,0,0
60561,154309,127718,21162,0,0,0,0
60581,154302,127702,21171,0,0,0,0
60601,154296,127703,21175,0,0,0,0
60621,154291,127713,21162,0,0,0,0
60641,154311,127723,21158,0,0,0,0
60661,154302,127707,21178,0,0,0,0
60681,154288,127705,21162,0,0,0,0
60701,154299,127706,21171,0,0,0,0
60721,154282,127712,21171,0,0,0,0
60741,154286,127706,21148,0,0,0,0
60772,154295,127708,21158,97,73,0,0
60781,154297,127711,21150,0,0,0,0
60801,154274,127690,21167,0,0,0,0
60821,154303,127703,21155,0,0,0,0
60841,154286,127712,21150,0,0,0,0
60861,154305,127705,21169,0,0,0,0
60881,154288,127745,21161,0,0,0,0
60901,154295,127746,21166,0,0,0,0
60921,154302,127718,21171,0,0,0,0
60941,154271,127678,21163,0,0,0,0
60961,154299,127675,21170,0,0,0,0
60981,154309,127687,21170,0,0,0,0
61001,154304,127666,21147,0,0,0,0
61021,154284,127694,21162,0,0,0,0
61041,154268,127715,21149,0,0,0,0
61061,154254,127701,21163,0,0,0,0
61081,154264,127708,21162,0,0,0,0
61101,154263,127729,21177,0,0,0,0
61121,154309,127715,21180,0,0,0,0
61141,154303,127727,21134,0,0,0,0
61161,154287,127705,21147,0,0,0,0
61181,154305,127733,21169,0,0,0,0
61201,154297,127701,21168,0,0,0,0
61221,154302,127727,21155,0,0,0,0
61241,154288,127701,21159,0,0,0,0
61261,154327,127724,21166,0,0,0,0
61281,154297,127702,21157,0,0,0,0
61301,154295,127709,21157,0,0,0,0
61321,154318,127733,21166,0,0,0,0
61341,154288,127699,21165,0,0,0,0
61361,154319,127718,21160,0,0,0,0
61381,154287,127726,21159,0,0,0,0
61401,154285,127713,21178,0,0,0,0
61421,154319,127732,21159,0,0,0,0
61441,154299,127712,21154,0,0,0,0
61461,154285,127709,21168,0,0,0,0
61481,154321,127729,21155,0,0,0,0
61501,154303,127702,21159,0,0,0,0
61521,154289,127732,21151,0,0,0,0
61541,154307,127711,21159,0,0,0,0
61561,154295,127713,21171,0,0,0,0
61581,154320,127730,21159,0,0,0,0
61601,154286,127711,21157,0,0,0,0
61621,154304,127718,21158,0,0,0,0
61641,154298,127709,21151,0,0,0,0
61661,154290,127692,21166,0,0,0,0
61681,154292,127720,21152,0,0,0,0
61701,154273,127701,21165,0,0,0,0
61721,154305,127722,21160,0,0,0,0
61741,154298,127697,21154,0,0,0,0
61761,154326,127719,21161,0,0,0,0
61781,154286,127705,21158,0,0,0,0
61801,154280,127693,21167,0,0,0,0
61821,154301,127710,21167,0,0,0,0
61841,154287,127708,21162,0,0,0,0
61861,154313,127720,21170,0,0,0,0
61881,154283,127713,21155,0,0,0,0
61901,154293,127714,21169,0,0,0,0
61921,154319,127719,21155,0,0,0,0
61941,154287,127702,21156,0,0,0,0
61961,154283,127709,21173,0,0,0,0
61981,154296,127712,21171,0,0,0,0
62001,154292,127720,21166,0,0,0,0
62021,154318,127742,21170,0,0,0,0
62041,154293,127715,21157,0,0,0,0
62061,154311,127709,21172,0,0,0,0
62081,154310,127721,21176,0,0,0,0
62101,154289,127696,21164,0,0,0,0
62121,154317,127708,21167,0,0,0,0
62141,154296,127720,21161,0,0,0,0
62161,154276,127698,21167,0,0,0,0
62181,154318,127713,21155,0,0,0,0
62201,154269,127708,21154,0,0,0,0
62221,154298,127728,21169,0,0,0,0
62241,154286,127706,21152,0,0,0,0
62261,154307,127721,21171,0,0,0,0
62281,154303,127704,21169,0,0,0,0
62301,154283,127722,21161,0,0,0,0
62321,154284,127723,21169,0,0,0,0
62341,154282,127710,21157,0,0,0,0
62361,154294,127705,21160,0,0,0,0
62381,154316,127716,21150,0,0,0,0
62401,154287,127722,21150,0,0,0,0
62421,154295,127688,21174,0,0,0,0
62441,154294,127731,21164,0,0,0,0
62461,154295,127699,21157,0,0,0,0
62481,154304,127711,21150,0,0,0,0
62501,154306,127719,21145,0,0,0,0
62521,154293,127706,21160,0,0,0,0
62541,154291,127712,21172,0,0,0,0
62561,154322,127708,21169,0,0,0,0
62581,154309,127713,21170,0,0,0,0
62601,154304,127707,21166,0,0,0,0
62621,154281,127702,21163,0,0,0,0
62641,154410,127781,21173,0,0,0,0
62661,154193,127654,21147,0,0,0,0
62681,154434,127790,21178,0,0,0,0
62701,154221,127676,21140,0,0,0,0
62721,154397,127784,21177,0,0,0,0
62741,154237,127661,21149,0,0,0,0
62761,154364,127755,21166,0,0,0,0
62781,154303,127688,21174,0,0,0,0
62801,154307,127721,21146,0,0,0,0
62821,154345,127727,21172,0,0,0,0
62841,154259,127697,21166,0,0,0,0
62861,154355,127752,21176,0,0,0,0
62881,154245,127715,21171,0,0,0,0
62901,154375,127809,21166,0,0,0,0
62921,154227,127690,21153,0,0,0,0
62941,154383,127748,21176,0,0,0,0
62961,154275,127660,21138,0,0,0,0
62981,154364,127721,21165,0,0,0,0
63001,154343,127689,21151,0,0,0,0
63021,154329,127710,21161,0,0,0,0
63041,154294,127737,21180,0,0,0,0
63061,154242,127703,21151,0,0,0,0
63081,154319,127739,21178,0,0,0,0
63101,154241,127712,21189,0,0,0,0
63121,154333,127755,21212,0,0,0,0
63141,154283,127689,21176,0,0,0,0
63161,154343,127743,21161,0,0,0,0
63181,154332,127741,21146,0,0,0,0
63201,154304,127719,21149,0,0,0,0
63221,154315,127716,21155,0,0,0,0
63241,154337,127751,21160,0,0,0,0
63261,154273,127682,21166,0,0,0,0
63281,154334,127753,21156,0,0,0,0
63301,154257,127700,21162,0,0,0,0
63321,154344,127745,21169,0,0,0,0
63341,154283,127710,21155,0,0,0,0
63361,154313,127729,21164,0,0,0,0
63381,154335,127745,21177,0,0,0,0
63401,154195,127650,21148,0,0,0,0
63421,154497,127851,21189,0,0,0,0
63441,154108,127554,21137,0,0,0,0
63461,154481,127850,21187,0,0,0,0
63481,154199,127605,21159,0,0,0,0
63501,154345,127791,21153,0,0,0,0
63521,154332,127701,21179,0,0,0,0
63541,154243,127709,21151,0,0,0,0
63561,154393,127776,21181,0,0,0,0
63581,154206,127666,21160,0,0,0,0
63601,154395,127777,21162,0,0,0,0
63621,154231,127652,21149,0,0,0,0
63641,154396,127800,21183,0,0,0,0
63661,154232,127682,21145,0,0,0,0
63681,154357,127751,21165,0,0,0,0
63701,154282,127690,21147,0,0,0,0
63721,154310,127716,21167,0,0,0,0
63741,154303,127711,21151,0,0,0,0
63773,154281,127710,21141,98,70,0,0
63781,154333,127723,21174,0,0,0,0
63801,154267,127706,21158,0,0,0,0
63821,154309,127717,21185,0,0,0,0
63841,154270,127695,21158,0,0,0,0
63861,154308,127716,21164,0,0,0,0
63881,154278,127692,21168,0,0,0,0
63901,154315,127721,21144,0,0,0,0
63921,154267,127673,21157,0,0,0,0
63941,154312,127713,21150,0,0,0,0
63961,154287,127706,21143,0,0,0,0
63981,154293,127697,21150,0,0,0,0
64001,154299,127719,21164,0,0,0,0
64021,154291,127700,21157,0,0,0,0
64041,154301,127711,21165,0,0,0,0
64061,154268,127701,21131,0,0,0,0
64081,154320,127732,21174,0,0,0,0
64101,154258,127703,21165,0,0,0,0
64121,154316,127732,21163,0,0,0,0
64141,154278,127692,21166,0,0,0,0
64161,154333,127733,21160,0,0,0,0
64181,154254,127662,21165,0,0,0,0
64201,154326,127724,21166,0,0,0,0
64221,154284,127696,21153,0,0,0,0
64241,154285,127708,21169,0,0,0,0
64261,154305,127730,21171,0,0,0,0
64281,154256,127680,21155,0,0,0,0
64301,154320,127738,21156,0,0,0,0
64321,154265,127707,21139,0,0,0,0
64341,154306,127732,21161,0,0,0,0
64361,154276,127709,21156,0,0,0,0
64381,154286,127716,21165,0,0,0,0
64401,154288,127700,21171,0,0,0,0
64421,154299,127716,21161,0,0,0,0
64441,154285,127694,21170,0,0,0,0
64461,154310,127719,21162,0,0,0,0
64481,154280,127684,21146,0,0,0,0
64501,154305,127726,21178,0,0,0,0
64521,154269,127701,21158,0,0,0,0
64541,154305,127697,21160,0,0,0,0
64561,154285,127703,21159,0,0,0,0
64581,154289,127701,21160,0,0,0,0
64601,154315,127709,21179,0,0,0,0
64621,154281,127680,21151,0,0,0,0
64641,154307,127719,21171,0,0,0,0
64661,154288,127688,21164,0,0,0,0
64681,154281,127707,21157,0,0,0,0
64701,154303,127706,21176,0,0,0,0
64721,154297,127703,21165,0,0,0,0
64741,154297,127700,21176,0,0,0,0
64761,154276,127697,21158,0,0,0,0
64781,154294,127719,21153,0,0,0,0
64801,154255,127702,21170,0,0,0,0
64821,154282,127715,21160,0,0,0,0
64841,154284,127690,21178,0,0,0,0
64861,154275,127737,21164,0,0,0,0
64881,154295,127748,21158,0,0,0,0
64901,154278,127666,21162,0,0,0,0
64921,154291,127676,21143,0,0,0,0
64941,154264,127648,21167,0,0,0,0
64961,154289,127690,21165,0,0,0,0
64981,154305,127706,21145,0,0,0,0
65001,154277,127685,21156,0,0,0,0
65021,154297,127703,21163,0,0,0,0
65041,154230,127697,21162,0,0,0,0
65061,154262,127727,21167,0,0,0,0
65081,154249,127711,21152,0,0,0,0
65101,154296,127708,21207,0,0,0,0
65121,154275,127711,21185,0,0,0,0
65141,154265,127709,21138,0,0,0,0
65161,154314,127734,21175,0,0,0,0
65181,154315,127711,21157,0,0,0,0
65201,154278,127710,21157,0,0,0,0
65221,154285,127713,21172,0,0,0,0
65241,154307,127703,21177,0,0,0,0
65261,154274,127704,21146,0,0,0,0
65281,154289,127711,21174,0,0,0,0
65301,154281,127704,21165,0,0,0,0
65321,154300,127718,21155,0,0,0,0
65341,154286,127715,21160,0,0,0,0
65361,154306,127732,21150,0,0,0,0
65381,154265,127694,21160,0,0,0,0
65401,154309,127713,21166,0,0,0,0
65421,154277,127697,21158,0,0,0,0
65441,154287,127695,21155,0,0,0,0
65461,154295,127694,21151,0,0,0,0
65481,154275,127702,21161,0,0,0,0
65501,154278,127698,21170,0,0,0,0
65521,154283,127706,21148,0,0,0,0
65541,154293,127702,21169,0,0,0,0
65561,154278,127699,21142,0,0,0,0
65581,154293,127698,21156,0,0,0,0
65601,154284,127689,21162,0,0,0,0
65621,154295,127710,21131,0,0,0,0
65641,154292,127700,21171,0,0,0,0
65661,154287,127707,21157,0,0,0,0
65681,154292,127698,21161,0,0,0,0
65701,154273,127691,21169,0,0,0,0
65721,154318,127722,21155,0,0,0,0
65741,154253,127680,21157,0,0,0,0
65761,154307,127714,21168,0,0,0,0
65781,154272,127699,21156,0,0,0,0
65801,154275,127692,21161,0,0,0,0
65821,154310,127705,21165,0,0,0,0
65841,154262,127682,21167,0,0,0,0
65861,154277,127706,21158,0,0,0,0
65881,154281,127711,21153,0,0,0,0
65901,154282,127692,21172,0,0,0,0
65921,154284,127705,21145,0,0,0,0
65941,154282,127721,21169,0,0,0,0
65961,154278,127700,21156,0,0,0,0
65981,154285,127707,21160,0,0,0,0
66001,154286,127697,21163,0,0,0,0
66021,154270,127695,21149,0,0,0,0
66041,154301,127706,21166,0,0,0,0
66061,154253,127679,21155,0,0,0,0
66081,154316,127734,21151,0,0,0,0
66101,154284,127691,21161,0,0,0,0
66121,154272,127702,21154,0,0,0,0
66141,154306,127710,21156,0,0,0,0
66161,154282,127689,21171,0,0,0,0
66181,154299,127707,21166,0,0,0,0
66201,154267,127691,21168,0,0,0,0
66221,154317,127730,21165,0,0,0,0
66241,154270,127701,21160,0,0,0,0
66261,154293,127719,21158,0,0,0,0
66281,154290,127701,21156,0,0,0,0
66301,154268,127695,21153,0,0,0,0
66321,154325,127715,21166,0,0,0,0
66341,154271,127683,21144,0,0,0,0
66361,154309,127711,21159,0,0,0,0
66381,154261,127697,21147,0,0,0,0
66401,154305,127717,21158,0,0,0,0
66421,154295,127709,21164,0,0,0,0
66441,154275,127701,21144,0,0,0,0
66461,154305,127698,21173,0,0,0,0
66481,154273,127705,21138,0,0,0,0
66501,154312,127724,21167,0,0,0,0
66521,154277,127695,21163,0,0,0,0
66541,154309,127713,21154,0,0,0,0
66561,154273,127697,21152,0,0,0,0
66581,154312,127727,21160,0,0,0,0
66601,154247,127671,21145,0,0,0,0
66621,154270,127714,21169,0,0,0,0
66641,154277,127705,21156,0,0,0,0
66661,154288,127693,21152,0,0,0,0
66681,154327,127731,21176,0,0,0,0
66701,154259,127666,21155,0,0,0,0
66721,154293,127708,21168,0,0,0,0
66741,154309,127720,21153,0,0,0,0
66772,154263,127690,21162,97,66,0,0
66781,154309,127726,21158,0,0,0,0
66801,154269,127689,21147,0,0,0,0
66821,154304,127711,21168,0,0,0,0
66841,154284,127755,21152,0,0,0,0
66861,154288,127748,21180,0,0,0,0
66881,154278,127725,21162,0,0,0,0
66901,154307,127709,21164,0,0,0,0
66921,154290,127652,21158,0,0,0,0
66941,154300,127689,21157,0,0,0,0
66961,154329,127674,21169,0,0,0,0
66981,154309,127703,21159,0,0,0,0
67001,154337,127701,21151,0,0,0,0
67021,154234,127682,21168,0,0,0,0
67041,154271,127724,21161,0,0,0,0
67061,154240,127685,21152,0,0,0,0
67081,154320,127733,21204,0,0,0,0
67101,154259,127703,21182,0,0,0,0
67121,154296,127697,21157,0,0,0,0
67141,154284,127699,21133,0,0,0,0
67161,154275,127707,21146,0,0,0,0
67181,154277,127703,21152,0,0,0,0
67201,154289,127688,21151,0,0,0,0
67221,154286,127697,21164,0,0,0,0
67241,154298,127696,21162,0,0,0,0
67261,154274,127684,21162,0,0,0,0
67281,154306,127723,21146,0,0,0,0
67301,154273,127679,21158,0,0,0,0
67321,154307,127709,21170,0,0,0,0
67341,154263,127694,21150,0,0,0,0
67361,154286,127693,21156,0,0,0,0
67381,154304,127720,21153,0,0,0,0
67401,154264,127680,21158,0,0,0,0
67421,154274,127711,21158,0,0,0,0
67441,154286,127702,21140,0,0,0,0
67461,154272,127679,21165,0,0,0,0
67481,154298,127715,21158,0,0,0,0
67501,154275,127680,21160,0,0,0,0
67521,154297,127702,21158,0,0,0,0
67541,154282,127715,21149,0,0,0,0
67561,154302,127707,21159,0,0,0,0
67581,154280,127702,21161,0,0,0,0
67601,154254,127685,21147,0,0,0,0
67621,154313,127711,21166,0,0,0,0
67641,154283,127713,21153,0,0,0,0
67661,154271,127677,21158,0,0,0,0
67681,154279,127698,21171,0,0,0,0
67701,154282,127701,21152,0,0,0,0
67721,154276,127696,21171,0,0,0,0
67741,154295,127710,21165,0,0,0,0
67761,154271,127675,21162,0,0,0,0
67781,154292,127698,21168,0,0,0,0
67801,154298,127724,21171,0,0,0,0
67821,154295,127710,21171,0,0,0,0
67841,154296,127728,21146,0,0,0,0
67861,154289,127700,21157,0,0,0,0
67881,154268,127693,21162,0,0,0,0
67901,154305,127707,21158,0,0,0,0
67921,154281,127693,21176,0,0,0,0
67941,154289,127729,21158,0,0,0,0
67961,154278,127704,21158,0,0,0,0
67981,154285,127715,21152,0,0,0,0
68001,154275,127699,21168,0,0,0,0
68021,154266,127682,21165,0,0,0,0
68041,154270,127690,21156,0,0,0,0
68061,154276,127697,21149,0,0,0,0
68081,154268,127693,21156,0,0,0,0
68101,154260,127693,21143,0,0,0,0
68122,154297,127713,21167,0,0,0,0
68141,154268,127688,21158,0,0,0,0
68161,154302,127722,21154,0,0,0,0
68181,154227,127663,21156,0,0,0,0
68201,154342,127735,21157,0,0,0,0
68221,154216,127633,21156,0,0,0,0
68241,154343,127771,21168,0,0,0,0
68261,154229,127648,21140,0,0,0,0
68281,154312,127737,21167,0,0,0,0
68301,154265,127688,21144,0,0,0,0
68321,154254,127672,21167,0,0,0,0
68341,154316,127729,21168,0,0,0,0
68361,154220,127658,21144,0,0,0,0
68381,154322,127746,21181,0,0,0,0
68401,154256,127674,21150,0,0,0,0
68421,154289,127708,21171,0,0,0,0
68441,154291,127711,21156,0,0,0,0
68461,154233,127676,21139,0,0,0,0
68481,154317,127722,21165,0,0,0,0
68501,154261,127673,21155,0,0,0,0
68521,154299,127723,21162,0,0,0,0
68541,154254,127677,21159,0,0,0,0
68561,154315,127717,21159,0,0,0,0
68581,154267,127686,21157,0,0,0,0
68601,154284,127711,21170,0,0,0,0
68621,154260,127694,21165,0,0,0,0
68641,154293,127693,21168,0,0,0,0
68661,154262,127695,21147,0,0,0,0
68681,154295,127694,21173,0,0,0,0
68701,154270,127688,21147,0,0,0,0
68721,154278,127695,21147,0,0,0,0
68741,154309,127727,21164,0,0,0,0
69787,154312,127708,21174,94,66,27.6,0
69789,154270,127737,21162,0,0,0,0
69801,154277,127688,21144,0,0,0,0
69821,154297,127666,21157,0,0,0,0
69841,154240,127644,21166,0,0,0,0
69861,154291,127657,21155,0,0,0,0
69881,154296,127649,21156,0,0,0,0
69901,154244,127670,21151,0,0,0,0
69921,154340,127691,21170,0,0,0,0
69941,154305,127674,21152,0,0,0,0
69961,154282,127694,21161,0,0,0,0
69981,154235,127685,21166,0,0,0,0
70001,154243,127714,21149,0,0,0,0
70021,154236,127681,21174,0,0,0,0
70041,154278,127707,21211,0,0,0,0
70061,154273,127711,21174,0,0,0,0
70081,154259,127674,21147,0,0,0,0
70101,154313,127709,21154,0,0,0,0
70121,154269,127693,21148,0,0,0,0
70141,154287,127701,21133,0,0,0,0
70161,154286,127699,21161,0,0,0,0
70181,154255,127701,21155,0,0,0,0
70201,154323,127710,21181,0,0,0,0
70221,154235,127662,21147,0,0,0,0
70241,154295,127706,21152,0,0,0,0
70261,154288,127696,21172,0,0,0,0
70281,154291,127699,21161,0,0,0,0
70301,154264,127681,21171,0,0,0,0
70321,154290,127721,21156,0,0,0,0
70341,154261,127691,21161,0,0,0,0
70361,154290,127709,21172,0,0,0,0
70381,154277,127699,21156,0,0,0,0
70401,154292,127719,21162,0,0,0,0
70421,154236,127667,21148,0,0,0,0
70441,154335,127734,21151,0,0,0,0
70461,154217,127666,21133,0,0,0,0
70481,154317,127729,21162,0,0,0,0
70501,154251,127686,21150,0,0,0,0
70521,154292,127712,21152,0,0,0,0
70541,154270,127690,21157,0,0,0,0
70561,154258,127693,21136,0,0,0,0
70581,154284,127697,21176,0,0,0,0
70601,154287,127714,21176,0,0,0,0
70621,154272,127701,21141,0,0,0,0
70641,154281,127676,21156,0,0,0,0
70661,154288,127719,21160,0,0,0,0
70681,154242,127655,21159,0,0,0,0
70701,154368,127766,21167,0,0,0,0
70721,154170,127616,21135,0,0,0,0
70741,154334,127737,21164,0,0,0,0
70761,154292,127721,21156,0,0,0,0
70781,154216,127686,21139,0,0,0,0
70801,154342,127781,21167,0,0,0,0
70821,154209,127655,21138,0,0,0,0
70841,154314,127713,21173,0,0,0,0
70861,154275,127639,21138,0,0,0,0
70881,154280,127664,21159,0,0,0,0
70901,154410,127705,21184,0,0,0,0
70921,154116,127580,21124,0,0,0,0
70941,154413,127827,21204,0,0,0,0
70961,154078,127590,21135,0,0,0,0
70981,154332,127757,21174,0,0,0,0
71001,154187,127608,21199,0,0,0,0
71021,154242,127707,21183,0,0,0,0
71041,154324,127719,21202,0,0,0,0
71061,154227,127667,21121,0,0,0,0
71081,154232,127652,21137,0,0,0,0
71101,154256,127696,21147,0,0,0,0
71121,154313,127742,21148,0,0,0,0
71141,154198,127641,21141,0,0,0,0
71161,154283,127715,21154,0,0,0,0
71181,154219,127664,21156,0,0,0,0
71201,154349,127740,21176,0,0,0,0
71221,154154,127628,21124,0,0,0,0
71241,154270,127694,21167,0,0,0,0
71261,154298,127696,21169,0,0,0,0
71281,154241,127657,21141,0,0,0,0
71301,154310,127727,21161,0,0,0,0
71321,154227,127660,21154,0,0,0,0
71341,154271,127702,21163,0,0,0,0
71361,154351,127735,21184,0,0,0,0
71381,154162,127632,21145,0,0,0,0
71401,154297,127709,21156,0,0,0,0
71421,154241,127677,21156,0,0,0,0
71441,154239,127687,21163,0,0,0,0
71461,154282,127709,21168,0,0,0,0
71481,154230,127671,21144,0,0,0,0
71501,154282,127699,21155,0,0,0,0
71521,154248,127679,21160,0,0,0,0
71541,154262,127678,21161,0,0,0,0
71561,154229,127669,21161,0,0,0,0
71581,154302,127718,21168,0,0,0,0
71601,154220,127643,21161,0,0,0,0
71621,154301,127739,21168,0,0,0,0
71641,154245,127660,21153,0,0,0,0
71661,154249,127680,21164,0,0,0,0
71681,154250,127679,21148,0,0,0,0
71701,154263,127686,21155,0,0,0,0
71721,154290,127707,21165,0,0,0,0
71741,154228,127661,21153,0,0,0,0
71761,154279,127713,21167,0,0,0,0
71781,154245,127686,21136,0,0,0,0
71801,154291,127689,21171,0,0,0,0
71821,154240,127666,21148,0,0,0,0
71841,154258,127701,21152,0,0,0,0
71861,154251,127671,21151,0,0,0,0
71881,154265,127704,21152,0,0,0,0
71901,154246,127664,21153,0,0,0,0
71921,154247,127671,21160,0,0,0,0
71941,154258,127688,21155,0,0,0,0
71961,154241,127665,21152,0,0,0,0
71981,154280,127681,21134,0,0,0,0
72001,154216,127662,21150,0,0,0,0
72021,154300,127703,21171,0,0,0,0
72041,154218,127644,21152,0,0,0,0
72061,154265,127693,21156,0,0,0,0
72081,154263,127690,21161,0,0,0,0
72101,154240,127686,21154,0,0,0,0
72121,154286,127699,21161,0,0,0,0
72141,154252,127679,21149,0,0,0,0
72161,154253,127681,21157,0,0,0,0
72181,154263,127699,21165,0,0,0,0
72201,154275,127695,21149,0,0,0,0
72221,154266,127689,21164,0,0,0,0
72241,154253,127681,21149,0,0,0,0
72261,154261,127690,21161,0,0,0,0
72281,154258,127686,21164,0,0,0,0
72301,154260,127689,21145,0,0,0,0
72321,154255,127686,21154,0,0,0,0
72341,154255,127697,21156,0,0,0,0
72361,154247,127671,21160,0,0,0,0
72381,154274,127704,21158,0,0,0,0
72401,154254,127674,21150,0,0,0,0
72421,154257,127682,21165,0,0,0,0
72441,154277,127704,21162,0,0,0,0
72461,154227,127661,21150,0,0,0,0
72481,154262,127693,21173,0,0,0,0
